RNK,PLAYER,TEAM,POS,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
674,Matt Spaeth,Pit,TE,0/0,0,0,0,0,0,0,0,0,0,0
675,Mike Sims-Walker,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
676,Paul Williams,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
677,Trent Edwards,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
678,Garrett Wolfe,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
679,Johnnie Lee Higgins,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
680,Isaiah Stanback,Jac,WR,0/0,0,0,0,0,0,0,0,0,0,0
681,Aundrae Allison,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
682,Kevin Boss,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
683,Dante Rosario,Dal,TE,0/0,0,0,0,0,0,0,0,0,0,0
684,David Clowney,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
685,Justin Medlock,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
686,Legedu Naanee,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
687,Troy Smith,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
688,Oren O'Neal,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
689,Reagan Maui'a,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
690,Thomas Clayton,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
691,Korey Hall,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
692,Deon Anderson,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
693,Jordan Palmer,Chi,QB,0/0,0,0,0,0,0,0,0,0,0,0
694,Jordan Kent,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
695,Ben Patrick,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
696,Derek Schouman,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
697,DeShawn Wynn,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
698,Chandler Williams,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
699,Chansi Stuckey,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
700,Clark Harris,Cin,TE,0/0,0,0,0,0,0,0,0,0,0,0
701,Kenneth Darby,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
702,Onrea Jones,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
703,Gary Russell,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
704,Tyler Palko,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
705,Jesse Holley,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
706,Matt Gutierrez,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
707,D.J. Ware,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
708,Eric Weems,Chi,WR,0/0,0,0,0,0,0,0,0,0,0,0
709,Brandon London,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
710,Michael Matthews,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
711,Marcus Mason,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
712,Tim Castille,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
713,Ricky Schmitt,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
714,Logan Payne,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
715,Matt Willis,Det,WR,0/0,0,0,0,0,0,0,0,0,0,0
716,Billy Latsko,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
717,Daniel Coats,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
718,Rhys Lloyd,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
719,Gijon Robinson,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
720,Charles Ali,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
721,Richard Bartel,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
722,Eldra Buckley,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
723,Brett Ratliff,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
724,Dominique Zeigler,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
725,Jake Nordin,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
726,Titus Ryan,NYJ,WR,0/0,0,0,0,0,0,0,0,0,0,0
727,Devin Thomas,Chi,WR,0/0,0,0,0,0,0,0,0,0,0,0
728,James Hardy,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
729,Malcolm Kelly,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
730,Limas Sweed,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
731,Brian Brohm,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
732,Dexter Jackson,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
733,Kevin Smith,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
734,Jacob Hester,Den,RB,0/0,0,0,0,0,0,0,0,0,0,0
735,Brad Cottam,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
736,Early Doucet,Ari,WR,0/0,0,0,0,0,0,0,0,0,0,0
737,Craig Stevens,Ten,TE,0/0,0,0,0,0,0,0,0,0,0,0
738,Steve Slaton,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
739,Kevin O'Connell,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
740,Andre Caldwell,Den,WR,0/0,0,0,0,0,0,0,0,0,0,0
741,Marcus Smith,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
742,Martin Rucker,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
743,Ryan Torain,NYG,RB,0/0,0,0,0,0,0,0,0,0,0,0
744,Gary Barnidge,Cle,TE,0/0,0,0,0,0,0,0,0,0,0,0
745,Jerome Felton,Min,RB,0/0,0,0,0,0,0,0,0,0,0,0
746,Lavelle Hawkins,SF,WR,0/0,0,0,0,0,0,0,0,0,0,0
747,Tim Hightower,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
748,Matthew Slater,NE,WR,0/0,0,0,0,0,0,0,0,0,0,0
749,Dennis Dixon,Phi,QB,0/0,0,0,0,0,0,0,0,0,0,0
750,Josh Johnson,Cin,QB,0/0,0,0,0,0,0,0,0,0,0,0
751,Owen Schmitt,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
752,Jalen Parmele,Ten,RB,0/0,0,0,0,0,0,0,0,0,0,0
753,Xavier Omon,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
754,Spencer Larsen,TB,RB,0/0,0,0,0,0,0,0,0,0,0,0
755,Colt Brennan,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
756,Paul Hubbard,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
757,Jaymar Johnson,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
758,Lex Hilliard,NYJ,RB,0/0,0,0,0,0,0,0,0,0,0,0
759,Chauncey Washington,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
760,Justin Harper,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
761,Brett Swain,Sea,WR,0/0,0,0,0,0,0,0,0,0,0,0
762,Chaz Schilens,Det,WR,0/0,0,0,0,0,0,0,0,0,0,0
763,Brandon Coutu,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
764,Adrian Arrington,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
765,Jed Collins,NO,RB,0/0,0,0,0,0,0,0,0,0,0,0
766,Caleb Hanie,Bal,QB,0/0,0,0,0,0,0,0,0,0,0,0
767,Louis Rankin,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
768,Samuel Giguere,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
769,Joey Haynos,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
770,Lance Long,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
771,Chad Simpson,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
772,J.J. Finley,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
773,Lynell Hamilton,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
774,Matthew Mulligan,GB,TE,0/0,0,0,0,0,0,0,0,0,0,0
775,Connor Barth,TB,K,0/0,0,0,0,0,0,0,0,0,0,0
776,Jehuu Caulcrick,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
777,Mike Cox,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
778,Bruce Hall,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
779,Kregg Lumpkin,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
780,Taj Smith,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
781,Jonathan Stupar,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
782,Nate Hughes,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
783,Matt Lawrence,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
784,D.J. Hall,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
785,Darnell Jenkins,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
786,Evan Moore,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
787,Lance Ball,Den,RB,0/0,0,0,0,0,0,0,0,0,0,0
788,Darius Reynaud,Ten,RB,0/0,0,0,0,0,0,0,0,0,0,0
789,Albert Young,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
790,Anthony Armstrong,Dal,WR,0/0,0,0,0,0,0,0,0,0,0,0
791,Stefan Logan,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
792,Sam Swank,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
793,Rhett Bomar,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
794,Tom Brandstater,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
795,Hunter Cantwell,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
796,Rudy Carpenter,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
797,Nate Davis,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
798,Brian Hoyer,Cle,QB,0/0,0,0,0,0,0,0,0,0,0,0
799,Stephen McGee,Hou,QB,0/0,0,0,0,0,0,0,0,0,0,0
800,Curtis Painter,NYG,QB,0/0,0,0,0,0,0,0,0,0,0,0
801,John Parker Wilson,Pit,QB,0/0,0,0,0,0,0,0,0,0,0,0
802,Drew Willy,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
803,Kahlil Bell,NYJ,RB,0/0,0,0,0,0,0,0,0,0,0,0
804,James Davis,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
805,Herb Donaldson,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
806,Tony Fiammetta,Chi,RB,0/0,0,0,0,0,0,0,0,0,0,0
807,P.J. Hill,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
808,Jeremiah Johnson,Den,RB,0/0,0,0,0,0,0,0,0,0,0,0
809,Ian Johnson,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
810,David Johnson,Pit,TE,0/0,0,0,0,0,0,0,0,0,0,0
811,Gartrell Johnson,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
812,Quinn Johnson,Ten,RB,0/0,0,0,0,0,0,0,0,0,0,0
813,Jorvorskie Lane,Mia,RB,0/0,0,0,0,0,0,0,0,0,0,0
814,Marcus Mailei,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
815,Devin Moore,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
816,Cedric Peerman,Cin,RB,0/0,0,0,0,0,0,0,0,0,0,0
817,Kory Sheets,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
818,Tyrell Sutton,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
819,Marcus Thigpen,Mia,RB,0/0,0,0,0,0,0,0,0,0,0,0
820,Javarris Williams,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
821,Travis Beckum,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
822,Chase Coffman,Atl,TE,0/0,0,0,0,0,0,0,0,0,0,0
823,Davon Drew,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
824,Dan Gronkowski,Cle,TE,0/0,0,0,0,0,0,0,0,0,0,0
825,Anthony Hill,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
826,Cornelius Ingram,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
827,Cameron Morrah,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
828,Rob Myers,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
829,Shawn Nelson,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
830,Bear Pascoe,NYG,TE,0/0,0,0,0,0,0,0,0,0,0,0
831,Ryan Purvis,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
832,Richard Quinn,Cin,TE,0/0,0,0,0,0,0,0,0,0,0,0
833,Kory Sperry,Ari,TE,0/0,0,0,0,0,0,0,0,0,0,0
834,Eddie Williams,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
835,Ramses Barden,NYG,WR,0/0,0,0,0,0,0,0,0,0,0,0
836,Deon Butler,SD,WR,0/0,0,0,0,0,0,0,0,0,0,0
837,Demetrius Byrd,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
838,Quan Cosby,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
839,Jarett Dillard,Ari,WR,0/0,0,0,0,0,0,0,0,0,0,0
840,Dominique Edison,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
841,Brooks Foster,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
842,Juaquin Iglesias,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
843,Manuel Johnson,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
844,Jordan Norwood,Cle,WR,0/0,0,0,0,0,0,0,0,0,0,0
845,Greg Orton,Den,WR,0/0,0,0,0,0,0,0,0,0,0,0
846,Brian Robiskie,Det,WR,0/0,0,0,0,0,0,0,0,0,0,0
847,Sammie Stroughter,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
848,Brandon Tate,Cin,WR,0/0,0,0,0,0,0,0,0,0,0,0
849,Mike Thomas,Det,WR,0/0,0,0,0,0,0,0,0,0,0,0
850,Patrick Turner,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
851,Derrick Williams,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
852,Aaron Brown,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
853,Freddie Brown,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
854,Johnny Knox,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
855,Zach Miller,TB,TE,0/0,0,0,0,0,0,0,0,0,0,0
856,John Nalbone,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
857,Keith Null,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
858,Jake O'Connell,Den,TE,0/0,0,0,0,0,0,0,0,0,0,0
859,Frank Summers,Buf,RB,0/0,0,0,0,0,0,0,0,0,0,0
860,Fui Vakapuna,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
861,Brock Bolen,Cle,RB,0/0,0,0,0,0,0,0,0,0,0,0
862,Curtis Brinkley,Chi,RB,0/0,0,0,0,0,0,0,0,0,0,0
863,Charly Martin,Jac,WR,0/0,0,0,0,0,0,0,0,0,0,0
864,Will Ta'ufo'ou,Jac,RB,0/0,0,0,0,0,0,0,0,0,0,0
865,Kevin Brock,KC,TE,0/0,0,0,0,0,0,0,0,0,0,0
866,Tyler Grisham,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
867,Brit Miller,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
868,Chris Pressley,Cin,RB,0/0,0,0,0,0,0,0,0,0,0,0
869,Robert Agnone,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
870,Nick Miller,Phi,WR,0/0,0,0,0,0,0,0,0,0,0,0
871,Colin Cloherty,Atl,TE,0/0,0,0,0,0,0,0,0,0,0,0
872,Britt Davis,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
873,Kole Heckendorf,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
874,John Matthews,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
875,Zach Potter,StL,TE,0/0,0,0,0,0,0,0,0,0,0,0
876,Swayze Waters,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
877,Pat Williams,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
878,Kareem Huggins,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
879,Darrel Young,Wsh,RB,0/0,0,0,0,0,0,0,0,0,0,0
880,Eron Riley,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
881,Isaiah Williams,Oak,WR,0/0,0,0,0,0,0,0,0,0,0,0
882,Ed Gant,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
883,Antone Smith,Atl,RB,0/0,0,0,0,0,0,0,0,0,0,0
884,Chris Jennings,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
885,Tristan Davis,Wsh,RB,0/0,0,0,0,0,0,0,0,0,0,0
886,Julius Pruitt,Mia,WR,0/0,0,0,0,0,0,0,0,0,0,0
887,Martell Mallett,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
888,Chad Hall,SF,WR,0/0,0,0,0,0,0,0,0,0,0,0
889,Clint Stitser,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
890,Todd Carter,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
891,Jimmy Clausen,Car,QB,0/0,0,0,0,0,0,0,0,0,0,0
892,Tony Pike,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
893,Dan LeFevour,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
894,Jahvid Best,Det,RB,0/0,0,0,0,0,0,0,0,0,0,0
895,Anthony Dixon,SF,RB,0/0,0,0,0,0,0,0,0,0,0,0
896,Arrelious Benn,Phi,WR,0/0,0,0,0,0,0,0,0,0,0,0
897,Damian Williams,Ten,WR,0/0,0,0,0,0,0,0,0,0,0,0
898,Mardy Gilyard,NYJ,WR,0/0,0,0,0,0,0,0,0,0,0,0
899,Carlton Mitchell,TB,WR,0/0,0,0,0,0,0,0,0,0,0,0
900,Taylor Price,Jac,WR,0/0,0,0,0,0,0,0,0,0,0,0
901,Marcus Easley,Buf,WR,0/0,0,0,0,0,0,0,0,0,0,0
902,Dezmon Briscoe,Wsh,WR,0/0,0,0,0,0,0,0,0,0,0,0
903,Armanti Edwards,Car,WR,0/0,0,0,0,0,0,0,0,0,0,0
904,Terrence Austin,Det,WR,0/0,0,0,0,0,0,0,0,0,0,0
905,Levi Brown,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
906,Nate Byham,TB,TE,0/0,0,0,0,0,0,0,0,0,0,0
907,Sean Canfield,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
908,Mike Caussin,Buf,TE,0/0,0,0,0,0,0,0,0,0,0,0
909,John Conner,Cin,RB,0/0,0,0,0,0,0,0,0,0,0,0
910,Jonathan Crompton,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
911,Ryan D'Imperio,NYG,RB,0/0,0,0,0,0,0,0,0,0,0,0
912,Dorin Dickerson,Buf,TE,0/0,0,0,0,0,0,0,0,0,0,0
913,Jim Dray,Ari,TE,0/0,0,0,0,0,0,0,0,0,0,0
914,Brody Eldridge,Chi,TE,0/0,0,0,0,0,0,0,0,0,0,0
915,Dedrick Epps,NYJ,TE,0/0,0,0,0,0,0,0,0,0,0,0
916,David Gettis,Car,WR,0/0,0,0,0,0,0,0,0,0,0,0
917,Clay Harbor,Phi,TE,0/0,0,0,0,0,0,0,0,0,0,0
918,Trindon Holliday,Den,WR,0/0,0,0,0,0,0,0,0,0,0,0
919,Mike Kafka,Jac,QB,0/0,0,0,0,0,0,0,0,0,0,0
920,Deji Karim,Hou,RB,0/0,0,0,0,0,0,0,0,0,0,0
921,Jameson Konz,Sea,TE,0/0,0,0,0,0,0,0,0,0,0,0
922,Erik Lorig,TB,RB,0/0,0,0,0,0,0,0,0,0,0,0
923,Marc Mariani,Ten,WR,0/0,0,0,0,0,0,0,0,0,0,0
924,Kerry Meier,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
925,Dennis Morris,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
926,Fendi Onobun,Chi,TE,0/0,0,0,0,0,0,0,0,0,0,0
927,David Reed,Bal,WR,0/0,0,0,0,0,0,0,0,0,0,0
928,Zac Robinson,Cin,QB,0/0,0,0,0,0,0,0,0,0,0,0
929,Charles Scott,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
930,Mickey Shuler,Ari,TE,0/0,0,0,0,0,0,0,0,0,0,0
931,Rusty Smith,Ten,QB,0/0,0,0,0,0,0,0,0,0,0,0
932,Tim Toone,NO,WR,0/0,0,0,0,0,0,0,0,0,0,0
933,Joe Webb,Min,WR,0/0,0,0,0,0,0,0,0,0,0,0
934,Stephen Williams,Sea,WR,0/0,0,0,0,0,0,0,0,0,0,0
935,Jeremy Horne,KC,WR,0/0,0,0,0,0,0,0,0,0,0,0
936,Tervaris Johnson,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
937,Greg Mathews,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
938,Brandon Minor,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
939,Antonio Robinson,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
940,Seyi Ajirotutu,SD,WR,0/0,0,0,0,0,0,0,0,0,0,0
941,Richie Brockel,Car,TE,0/0,0,0,0,0,0,0,0,0,0,0
942,Carlos Brown,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
943,Tim Buckley,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
944,Duke Calhoun,Oak,WR,0/0,0,0,0,0,0,0,0,0,0,0
945,Richard Goodman,SD,WR,0/0,0,0,0,0,0,0,0,0,0,0
946,Chris Gronkowski,SD,RB,0/0,0,0,0,0,0,0,0,0,0,0
947,Max Hall,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
948,Rashawn Jackson,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
949,Stafon Johnson,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
950,Donald Jones,Buf,WR,0/0,0,0,0,0,0,0,0,0,0,0
951,Kevin Jurovich,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
952,Max Komar,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
953,Thad Lewis,Det,QB,0/0,0,0,0,0,0,0,0,0,0,0
954,Garrett Lindholm,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
955,Jamie McCoy,Pit,TE,0/0,0,0,0,0,0,0,0,0,0,0
956,Shawnbrey McNeal,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
957,Lonyae Miller,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
958,Dimitri Nance,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
959,David Nelson,Cle,WR,0/0,0,0,0,0,0,0,0,0,0,0
960,Michael Palmer,Pit,TE,0/0,0,0,0,0,0,0,0,0,0,0
961,Aaron Pettrey,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
962,Naaman Roosevelt,Cle,WR,0/0,0,0,0,0,0,0,0,0,0,0
963,Alfonso Smith,Ari,RB,0/0,0,0,0,0,0,0,0,0,0,0
964,Juamorris Stewart,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
965,Keith Toston,Jac,RB,0/0,0,0,0,0,0,0,0,0,0,0
966,Verran Tucker,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
967,Roberto Wallace,Ten,WR,0/0,0,0,0,0,0,0,0,0,0,0
968,Bryan Walters,Sea,WR,0/0,0,0,0,0,0,0,0,0,0,0
969,Jeremy Williams,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
970,Jarrett Brown,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
971,Shay Hodge,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
972,Jeron Mastrud,Oak,TE,0/0,0,0,0,0,0,0,0,0,0,0
973,Preston Parker,NO,WR,0/0,0,0,0,0,0,0,0,0,0,0
974,Jevan Snead,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
975,Keiland Williams,Wsh,RB,0/0,0,0,0,0,0,0,0,0,0,0
976,Matt Clapp,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
977,Richard Dickson,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
978,Brandon James,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
979,Javarris James,Ari,RB,0/0,0,0,0,0,0,0,0,0,0,0
980,Michael Moore,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
981,Quinn Porter,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
982,Brett Swenson,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
983,Chastin West,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
984,Blair White,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
985,Trent Guy,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
986,Nathan Overbay,Pit,TE,0/0,0,0,0,0,0,0,0,0,0,0
987,Manase Tonga,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
988,Chris Brooks,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
989,Dominique Curry,Car,WR,0/0,0,0,0,0,0,0,0,0,0,0
990,Damola Adeniji,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
991,Steve Maneri,Chi,TE,0/0,0,0,0,0,0,0,0,0,0,0
992,Andy Tanner,NO,WR,0/0,0,0,0,0,0,0,0,0,0,0
993,Harvey Unga,Chi,RB,0/0,0,0,0,0,0,0,0,0,0,0
994,Andre' Anderson,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
995,Josh Vaughan,Atl,RB,0/0,0,0,0,0,0,0,0,0,0,0
996,James Develin,NE,RB,0/0,0,0,0,0,0,0,0,0,0,0
997,Rod Windsor,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
998,Tyler Clutts,Hou,RB,0/0,0,0,0,0,0,0,0,0,0,0
999,Fabrizio Scaccia,FA,K,0/0,0,0,0,0,0,0,0,0,0,0
1000,Chris Carter,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1001,Caz Piurowski,FA,TE,0/0,0,0,0,0,0,0,0,0,0,0
1002,Andy Fantuz,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1003,Wes Lyons,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1004,Emmanuel Arceneaux,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1005,Ryan Perrilloux,FA,QB,0/0,0,0,0,0,0,0,0,0,0,0
1006,Titus Young,FA,WR,0/0,0,0,0,0,0,0,0,0,0,0
1007,Austin Pettis,StL,WR,0/0,0,0,0,0,0,0,0,0,0,0
1008,Jerrel Jernigan,NYG,WR,0/0,0,0,0,0,0,0,0,0,0,0
1009,DeMarco Sampson,Buf,WR,0/0,0,0,0,0,0,0,0,0,0,0
1010,Baron Batch,Pit,RB,0/0,0,0,0,0,0,0,0,0,0,0
1011,Ricky Stanzi,KC,QB,0/0,0,0,0,0,0,0,0,0,0,0
1012,Bruce Miller,SF,RB,0/0,0,0,0,0,0,0,0,0,0,0
1013,Jay Finley,FA,RB,0/0,0,0,0,0,0,0,0,0,0,0
1014,Shaun Chapas,Det,RB,0/0,0,0,0,0,0,0,0,0,0,0
1015,Kris Durham,Det,WR,0/0,0,0,0,0,0,0,0,0,0,0
